2025-05-28 10:09:25.042 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2025-05-28 10:30:06.062 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-28 10:30:06.102 [main] INFO  top.gx.ContentApplication - Starting ContentApplication using Java 17.0.8 with PID 15712 (D:\Users\DRIVESAFE\Desktop\gx-cloud\gx-cloud-content\target\classes started by DRIVESAFE in D:\Users\DRIVESAFE\Desktop\gx-cloud)
2025-05-28 10:30:06.103 [main] INFO  top.gx.ContentApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-28 10:30:07.433 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-05-28 10:30:07.435 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-05-28 10:30:07.478 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 32 ms. Found 0 Redis repository interfaces.
2025-05-28 10:30:07.738 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=beaaa3c8-9791-300c-9982-6d4de8e6c6cf
2025-05-28 10:30:08.067 [com.alibaba.nacos.client.remote.worker.1] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.147.232.206 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-28 10:30:08.540 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-05-28 10:30:08.542 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded Apache Tomcat Native library [2.0.5] using APR version [1.7.4].
2025-05-28 10:30:08.546 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.10 1 Aug 2023]
2025-05-28 10:30:08.552 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-05-28 10:30:08.554 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-05-28 10:30:08.554 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.26]
2025-05-28 10:30:08.610 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-28 10:30:08.610 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2474 ms
2025-05-28 10:30:09.049 [main] INFO  org.redisson.Version - Redisson 3.21.3
2025-05-28 10:30:09.338 [redisson-netty-2-5] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for localhost/127.0.0.1:6379
2025-05-28 10:30:09.386 [redisson-netty-2-20] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for localhost/127.0.0.1:6379
2025-05-28 10:30:10.529 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'gx-cloud-user' URL not provided. Will try picking an instance via load-balancing.
2025-05-28 10:30:10.826 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Found 2 AuthenticationProvider beans, with names [daoAuthenticationProvider, mobileAuthenticationProvider]. Global Authentication Manager will not be configured with AuthenticationProviders. Consider publishing a single AuthenticationProvider bean, or wiring your Providers directly using the DSL.
2025-05-28 10:30:10.827 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
2025-05-28 10:30:11.070 [com.alibaba.nacos.client.remote.worker.1] INFO  com.alibaba.nacos.common.remote.client - [18788f2f-f9a6-43b7-8bba-bdbc9faeed42_config-0] Fail to connect server, after trying 1 times, last try server is {serverIp = '8.147.232.206', server main port = 8848}, error = unknown
2025-05-28 10:30:11.275 [com.alibaba.nacos.client.remote.worker.1] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.147.232.206 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-28 10:30:11.659 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
2025-05-28 10:30:12.935 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-05-28 10:30:12.943 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2025-05-28 10:30:12.948 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-05-28 10:30:12.948 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-05-28 10:30:12.948 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-05-28 10:30:12.952 [main] INFO  com.alibaba.nacos.client.naming - FailoverDataSource type is class com.alibaba.nacos.client.naming.backups.datasource.DiskFailoverDataSource
2025-05-28 10:30:12.956 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-05-28 10:30:12.956 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-05-28 10:30:13.080 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 09abd1c4-f4ff-49c2-b862-d145cf889f1a
2025-05-28 10:30:13.082 [main] INFO  com.alibaba.nacos.client.naming - Create naming rpc client for uuid->09abd1c4-f4ff-49c2-b862-d145cf889f1a
2025-05-28 10:30:13.082 [main] INFO  com.alibaba.nacos.common.remote.client - [09abd1c4-f4ff-49c2-b862-d145cf889f1a] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-05-28 10:30:13.082 [main] INFO  com.alibaba.nacos.common.remote.client - [09abd1c4-f4ff-49c2-b862-d145cf889f1a] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-05-28 10:30:13.083 [main] INFO  com.alibaba.nacos.common.remote.client - [09abd1c4-f4ff-49c2-b862-d145cf889f1a] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-05-28 10:30:13.083 [main] INFO  com.alibaba.nacos.common.remote.client - [09abd1c4-f4ff-49c2-b862-d145cf889f1a] Try to connect to server on start up, server: {serverIp = '8.147.232.206', server main port = 8848}
2025-05-28 10:30:13.083 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.147.232.206 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-28 10:30:14.280 [com.alibaba.nacos.client.remote.worker.1] INFO  com.alibaba.nacos.common.remote.client - [18788f2f-f9a6-43b7-8bba-bdbc9faeed42_config-0] Fail to connect server, after trying 2 times, last try server is {serverIp = '8.147.232.206', server main port = 8848}, error = unknown
2025-05-28 10:30:14.593 [com.alibaba.nacos.client.remote.worker.1] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.147.232.206 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-28 10:30:16.086 [main] INFO  com.alibaba.nacos.common.remote.client - [09abd1c4-f4ff-49c2-b862-d145cf889f1a] Try to connect to server on start up, server: {serverIp = '8.147.232.206', server main port = 8848}
2025-05-28 10:30:16.086 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.147.232.206 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-28 10:30:17.596 [com.alibaba.nacos.client.remote.worker.1] INFO  com.alibaba.nacos.common.remote.client - [18788f2f-f9a6-43b7-8bba-bdbc9faeed42_config-0] Fail to connect server, after trying 3 times, last try server is {serverIp = '8.147.232.206', server main port = 8848}, error = unknown
2025-05-28 10:30:18.001 [com.alibaba.nacos.client.remote.worker.1] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.147.232.206 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-28 10:30:19.096 [main] INFO  com.alibaba.nacos.common.remote.client - [09abd1c4-f4ff-49c2-b862-d145cf889f1a] Try to connect to server on start up, server: {serverIp = '8.147.232.206', server main port = 8848}
2025-05-28 10:30:19.096 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.147.232.206 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-28 10:30:21.009 [com.alibaba.nacos.client.remote.worker.1] INFO  com.alibaba.nacos.common.remote.client - [18788f2f-f9a6-43b7-8bba-bdbc9faeed42_config-0] Fail to connect server, after trying 4 times, last try server is {serverIp = '8.147.232.206', server main port = 8848}, error = unknown
2025-05-28 10:30:21.523 [com.alibaba.nacos.client.remote.worker.1] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.147.232.206 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-28 10:30:22.108 [main] INFO  com.alibaba.nacos.common.remote.client - [09abd1c4-f4ff-49c2-b862-d145cf889f1a] Try to connect to server on start up, server: {serverIp = '8.147.232.206', server main port = 8848}
2025-05-28 10:30:22.109 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.147.232.206 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-28 10:30:24.529 [com.alibaba.nacos.client.remote.worker.1] INFO  com.alibaba.nacos.common.remote.client - [18788f2f-f9a6-43b7-8bba-bdbc9faeed42_config-0] Fail to connect server, after trying 5 times, last try server is {serverIp = '8.147.232.206', server main port = 8848}, error = unknown
2025-05-28 10:30:25.120 [main] INFO  com.alibaba.nacos.common.remote.client - [09abd1c4-f4ff-49c2-b862-d145cf889f1a] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-05-28 10:30:25.120 [com.alibaba.nacos.client.remote.worker.1] INFO  com.alibaba.nacos.common.remote.client - [09abd1c4-f4ff-49c2-b862-d145cf889f1a] Try to reconnect to a new server, server is  not appointed, will choose a random server.
2025-05-28 10:30:25.120 [main] INFO  com.alibaba.nacos.common.remote.client - [09abd1c4-f4ff-49c2-b862-d145cf889f1a] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$440/0x000001ea2a3fe3f0
2025-05-28 10:30:25.125 [com.alibaba.nacos.client.remote.worker.1] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.147.232.206 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-28 10:30:25.126 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] public registering service gx-cloud-content with instance Instance{instanceId='null', ip='10.20.17.50', port=8081, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={IPv6=null, preserved.register.source=SPRING_CLOUD}}
2025-05-28 10:30:25.136 [com.alibaba.nacos.client.remote.worker.1] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:8.147.232.206 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-28 10:30:25.582 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8081"]
2025-05-28 10:30:25.863 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown begin
2025-05-28 10:30:25.863 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown begin
2025-05-28 10:30:25.864 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown stop
2025-05-28 10:30:25.864 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown stop
2025-05-28 10:30:25.864 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown begin
2025-05-28 10:30:25.864 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown begin
2025-05-28 10:30:25.864 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown stop
2025-05-28 10:30:25.864 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown begin
2025-05-28 10:30:25.864 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown stop
2025-05-28 10:30:25.864 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown begin
2025-05-28 10:30:25.865 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown stop
2025-05-28 10:30:25.865 [main] INFO  com.alibaba.nacos.client.naming - Shutdown naming grpc client proxy for  uuid->09abd1c4-f4ff-49c2-b862-d145cf889f1a
2025-05-28 10:30:25.865 [main] INFO  com.alibaba.nacos.client.naming - Shutdown grpc redo service executor java.util.concurrent.ScheduledThreadPoolExecutor@65f809cb[Running, pool size = 1, active threads = 0, queued tasks = 1, completed tasks = 4]
2025-05-28 10:30:25.865 [main] INFO  com.alibaba.nacos.common.remote.client - Shutdown rpc client, set status to shutdown
2025-05-28 10:30:25.865 [main] INFO  com.alibaba.nacos.common.remote.client - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@7fec198a[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
2025-05-28 10:30:25.865 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@8cc1bac[Running, pool size = 12, active threads = 0, queued tasks = 0, completed tasks = 14]
2025-05-28 10:30:25.865 [main] INFO  com.alibaba.nacos.client.naming - shutdown and remove naming rpc client  for uuid ->09abd1c4-f4ff-49c2-b862-d145cf889f1a
2025-05-28 10:30:25.866 [main] INFO  c.a.n.client.auth.ram.identify.CredentialWatcher - [null] CredentialWatcher is stopped
2025-05-28 10:30:25.866 [main] INFO  c.a.n.client.auth.ram.identify.CredentialService - [null] CredentialService is freed
2025-05-28 10:30:25.866 [main] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown stop
2025-05-28 10:30:25.871 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource start closing ....
2025-05-28 10:30:25.871 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource all closed success,bye
2025-05-28 10:30:25.962 [main] INFO  o.s.b.a.logging.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2025-05-28 10:30:25.977 [com.alibaba.nacos.client.remote.worker.1] INFO  com.alibaba.nacos.common.remote.client - [09abd1c4-f4ff-49c2-b862-d145cf889f1a] Client is shutdown, stop reconnect to server
2025-05-28 10:32:34.284 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-28 10:32:34.325 [main] INFO  top.gx.ContentApplication - Starting ContentApplication using Java 17.0.8 with PID 836 (D:\Users\DRIVESAFE\Desktop\gx-cloud\gx-cloud-content\target\classes started by DRIVESAFE in D:\Users\DRIVESAFE\Desktop\gx-cloud)
2025-05-28 10:32:34.326 [main] INFO  top.gx.ContentApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-28 10:32:34.359 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=common.yaml, group=DEFAULT_GROUP] success
2025-05-28 10:32:34.359 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=datasource.yaml, group=DEFAULT_GROUP] success
2025-05-28 10:32:35.436 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-05-28 10:32:35.438 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-05-28 10:32:35.472 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 23 ms. Found 0 Redis repository interfaces.
2025-05-28 10:32:35.741 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=fca573cf-c310-332d-9c40-09ffb2077b0c
2025-05-28 10:32:36.508 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-05-28 10:32:36.510 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded Apache Tomcat Native library [2.0.5] using APR version [1.7.4].
2025-05-28 10:32:36.513 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.10 1 Aug 2023]
2025-05-28 10:32:36.520 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-05-28 10:32:36.521 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-05-28 10:32:36.522 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.26]
2025-05-28 10:32:36.585 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-28 10:32:36.586 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2225 ms
2025-05-28 10:32:36.851 [main] INFO  org.redisson.Version - Redisson 3.21.3
2025-05-28 10:32:37.324 [redisson-netty-2-8] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for 8.147.232.206/8.147.232.206:6379
2025-05-28 10:32:38.884 [redisson-netty-2-19] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for 8.147.232.206/8.147.232.206:6379
2025-05-28 10:32:39.131 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2025-05-28 10:32:39.264 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2025-05-28 10:32:39.284 [main] INFO  o.s.b.a.logging.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2025-05-28 10:34:31.790 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-28 10:34:31.830 [main] INFO  top.gx.ContentApplication - Starting ContentApplication using Java 17.0.8 with PID 19448 (D:\Users\DRIVESAFE\Desktop\gx-cloud\gx-cloud-content\target\classes started by DRIVESAFE in D:\Users\DRIVESAFE\Desktop\gx-cloud)
2025-05-28 10:34:31.831 [main] INFO  top.gx.ContentApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-28 10:34:31.863 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=common.yaml, group=DEFAULT_GROUP] success
2025-05-28 10:34:31.863 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=datasource.yaml, group=DEFAULT_GROUP] success
2025-05-28 10:34:33.034 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-05-28 10:34:33.036 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-05-28 10:34:33.068 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22 ms. Found 0 Redis repository interfaces.
2025-05-28 10:34:33.380 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=fca573cf-c310-332d-9c40-09ffb2077b0c
2025-05-28 10:34:34.159 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-05-28 10:34:34.161 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded Apache Tomcat Native library [2.0.5] using APR version [1.7.4].
2025-05-28 10:34:34.164 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.10 1 Aug 2023]
2025-05-28 10:34:34.171 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-05-28 10:34:34.172 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-05-28 10:34:34.172 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.26]
2025-05-28 10:34:34.230 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-28 10:34:34.231 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2366 ms
2025-05-28 10:34:34.476 [main] INFO  org.redisson.Version - Redisson 3.21.3
2025-05-28 10:34:34.918 [redisson-netty-2-8] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for 8.147.232.206/8.147.232.206:6379
2025-05-28 10:34:36.448 [redisson-netty-2-19] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for 8.147.232.206/8.147.232.206:6379
2025-05-28 10:34:36.699 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2025-05-28 10:34:36.768 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2025-05-28 10:34:36.790 [main] INFO  o.s.b.a.logging.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2025-05-28 10:34:45.167 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-28 10:34:45.210 [main] INFO  top.gx.ContentApplication - Starting ContentApplication using Java 17.0.8 with PID 4032 (D:\Users\DRIVESAFE\Desktop\gx-cloud\gx-cloud-content\target\classes started by DRIVESAFE in D:\Users\DRIVESAFE\Desktop\gx-cloud)
2025-05-28 10:34:45.211 [main] INFO  top.gx.ContentApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-28 10:34:45.244 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=common.yaml, group=DEFAULT_GROUP] success
2025-05-28 10:34:45.245 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=datasource.yaml, group=DEFAULT_GROUP] success
2025-05-28 10:34:46.388 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-05-28 10:34:46.390 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-05-28 10:34:46.425 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 25 ms. Found 0 Redis repository interfaces.
2025-05-28 10:34:46.732 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=fca573cf-c310-332d-9c40-09ffb2077b0c
2025-05-28 10:34:47.621 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-05-28 10:34:47.623 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded Apache Tomcat Native library [2.0.5] using APR version [1.7.4].
2025-05-28 10:34:47.627 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 3.0.10 1 Aug 2023]
2025-05-28 10:34:47.635 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
